INC_CRC|BUSINESS_NAME|LATITUDE|LONGITUDE|LIC_NAME|STR_NAME|UNIT_NO|POSTCODE|LEVEL_NO
9F918A58B53B1FBB|Muslim Delights|103.784208305587|1.31672581820777|SALMAH BTE AMAT|HOLLAND GROVE ROAD||278790|
9F918A581A43B5C7|Food Galore|103.784208305587|1.31672581820777|NG HAI ANN|HOLLAND GROVE ROAD||278790|
9F918A582D3741B2|Avalanche|103.784208305587|1.31672581820777|LIM MENG LENG|HOLLAND GROVE ROAD||278790|
41A9A33874AED4A8|COLD STORAGE|103.795350440968|1.3102554217146|COLD STORAGE SINGAPORE (1983) PTE LTD|HOLLAND AVENUE|5|278967|1
B9F7EB6209B2AC0F|crystal jade|103.795579321159|1.31096669523679|CRYSTAL JADE LA MIAN XIAO LONG BAO  (HV) PTE LTD|HOLLAND AVENUE||278976|
99252CF09DFD3DB9|PIZZAEXPRESS|103.795590740715|1.31127338169909|PIZZAEXPRESS SINGAPORE PTE. LIMITED|HOLLAND AVENUE||278981|
5B2640EA71454C71|SANPOUTEI RAMEN|103.795582089531|1.31133037190701|RAMEN PLAY PTE. LTD.|HOLLAND AVENUE|1|278982|1
87F5590CCDC56DEA|JOE & DOUGH|103.795365602319|1.31167757223867|HOLLAND V COFFEE COMPANY PTE. LTD.|HOLLAND AVENUE||278990|
0F8D062EA0AB19E6|FOSTERS RESTAURANT|103.795213358165|1.31181667835525|FOSTERS RESTAURANT PTE LTD|HOLLAND AVENUE||278994|
6D278A657F67B6FF|PIZZA HUT|103.796399126654|1.31224030421232|PIZZA HUT SINGAPORE PTE LTD|HOLLAND AVENUE|7|278995|B1
6D278A65A3F4637E|MK LEVURE NATURELLE|103.796399126654|1.31224030421232|KEN SENG GUAN|HOLLAND AVENUE|8|278995|B1
6D278A6542263E1F|UMI SUSHI|103.796399126654|1.31224030421232|NIWA SUSHI PTE. LTD.|HOLLAND AVENUE|10|278995|B1
6D278A656EA8D821|SUMO SALAD|103.796399126654|1.31224030421232|EATGREEN PTE. LTD.|HOLLAND AVENUE|11|278995|B1
6D278A6547FC6159|BOOST JUICE BAR|103.796399126654|1.31224030421232|LOVELIFE VENTURES PTE. LTD.|HOLLAND AVENUE|16|278995|B1
6D278A65C1836398|old chang kee|103.796399126654|1.31224030421232|TEN & HAN TRADING PTE LTD|HOLLAND AVENUE|14|278995|B1
DBF9D2A60480293B|DA PAOLO|103.796105205941|1.31052978656723|DA PAOLO GROUP PTE. LTD.|HOLLAND AVENUE|6|278997|1
41550C050AB0E769|LEVEL 2|103.835700843004|1.30086544140949|THE MAVERICK CO. PTE. LTD.|ORCHARD LINK|33/34|237978|2
41550C05CEA1ACF4|Darts Legend|103.835700843004|1.30086544140949|HOONG SAM CHEE|ORCHARD LINK|37|237978|2
466A710AF0C0EC46|COCOBOLO|103.84232742727|1.29154596683523|PARK HOTEL CQ PTE. LTD.|UNITY STREET||237983|
CBAE88653F45E514||103.835815167438|1.2942232859503|RIVER VALLEY PRIMARY SCHOOL|RIVER VALLEY GREEN||237993|
CBAE8865A886B619||103.835815167438|1.2942232859503|SIM BEE GEOK|RIVER VALLEY GREEN||237993|
CBAE88655D260B08|FUSION CUISINE|103.835815167438|1.2942232859503|TEO SIEW WAH|RIVER VALLEY GREEN||237993|
CBAE8865DC5DE711||103.835815167438|1.2942232859503|ONG CHOON HUAT MICHAEL|RIVER VALLEY GREEN||237993|
CBAE8865E145DE91||103.835815167438|1.2942232859503|TAN BEE TIN|RIVER VALLEY GREEN||237993|
CBAE8865BC2EED83||103.835815167438|1.2942232859503|HOO CHOONG MENG|RIVER VALLEY GREEN||237993|
4E6DAE68829227FD|TCC concerto|103.831757911005|1.29380236091495|SARIKA CONNOISSEUR CAFE PTE LTD|KIM SENG PROMENADE|128|237994|1
4E6DAE688BD6C42B|IMPERIAL TREASURE STEAMBOAT RESTAURANT|103.831757911005|1.29380236091495|IMPERIAL TREASURE STEAMBOAT PTE. LTD.|KIM SENG PROMENADE|140|237994|1
F66BB6B0439DA9DF|168 FRUITY|103.843423254327|1.33176643798566|LEE MUI CHOO|LORONG 1 TOA PAYOH|1026|310168|1
F66BB6B00E928259|FRIED BEE HOON|103.843423254327|1.33176643798566|LEONG LARK HENG|LORONG 1 TOA PAYOH|1040|310168|1
F66BB6B0DC4EF736|MIX VEGETABLE RICE|103.843423254327|1.33176643798566|CHEAM SIEW BENG|LORONG 1 TOA PAYOH|1040|310168|1
FD3D0A2FCD960DE2|THE LARDER Cafe|103.848844742519|1.33390245175046|EDESIA FINE FOODS PTE. LTD.|TOA PAYOH CENTRAL|124|310177|1
FD3D0A2F3B4BA226|bee hwa yuan|103.848844742519|1.33390245175046|BEE HWA YUN (TOA PAYOH) PTE. LTD.|TOA PAYOH CENTRAL|102|310177|1
FD3D0A2FBAB9B101|pontian wanton noodle|103.848844742519|1.33390245175046|FEI SIONG (F&B) HOLDINGS PTE. LTD.|TOA PAYOH CENTRAL|102|310177|1
FD3D0A2F6D4E86D5|Hao Wei Kitchen|103.848844742519|1.33390245175046|YEO SENG POH|TOA PAYOH CENTRAL|102|310177|1
FD3D0A2FFBF4CE30|Ban mian/ 177 Steamed Chicken|103.848844742519|1.33390245175046|NI BINGZHU|TOA PAYOH CENTRAL|176|310177|1
FD3D0A2F0FD9FECB|YAN MOOKATA|103.848844742519|1.33390245175046|Jenny Tan Zhenni|TOA PAYOH CENTRAL|176|310177|1
FD3D0A2F3AA18848||103.848844742519|1.33390245175046|TECK EE FOOD HOLDINGS PTE. LTD.|TOA PAYOH CENTRAL|176|310177|1
FD3D0A2F45E83EE7|BREADLINE|103.848844742519|1.33390245175046|CHEN PANG YING|TOA PAYOH CENTRAL|176|310177|1
FD3D0A2F130671F1||103.848844742519|1.33390245175046|J 22 PTE. LTD.|TOA PAYOH CENTRAL|176|310177|1
FD3D0A2FB0249320|OLD AIRPORT ROAD WANTON NOODLE|103.848844742519|1.33390245175046|GOURMET DYNASTY PTE. LTD.|TOA PAYOH CENTRAL|176|310177|1
1E520C3863453338|LEE KWANG KEE GROUPS PTE LTD|103.848865688952|1.33335595770084|LEE KWANG KEE GROUPS PTE. LTD.|TOA PAYOH CENTRAL|316|310183|1
36A547245C1F5058|WIMBLY LU LLP|103.867434954584|1.34747310840564|WIMBLY LU LLP|JALAN RIANG||358987|
1CA7B451975E9F7D|ST ANDREW`S JUNIOR SCHOOL|103.865117142398|1.33140255606369|ST ANDREW''S JUNIOR SCHOOL|FRANCIS THOMAS DRIVE||359337|
1CA7B45136A708EB|Cafe @ Saints|103.865117142398|1.33140255606369|TAN KWEE JUAT|FRANCIS THOMAS DRIVE||359337|
1CA7B451A1FD43F8|Snacks Sensation|103.865117142398|1.33140255606369|TAN KWEE LUAN|FRANCIS THOMAS DRIVE||359337|
1CA7B451FA00E82D|ChickKadee|103.865117142398|1.33140255606369|TAN SUAN JONG|FRANCIS THOMAS DRIVE||359337|
1CA7B451DD6C2E70|SAINTS SELECTION|103.865117142398|1.33140255606369|LING LI HOON|FRANCIS THOMAS DRIVE||359337|
1CA7B45118494E04|MAMA MIA|103.865117142398|1.33140255606369|CHUA KIM WHATT|FRANCIS THOMAS DRIVE||359337|
1CA7B4510E360052|Sedaap|103.865117142398|1.33140255606369|NOORUN BEE BTE ZAINAL ABIDIN|FRANCIS THOMAS DRIVE||359337|
295194DE5ED94973|ST ANDREW'S SECONDARY SCHOOL|103.865946145743|1.33099027527014|ST ANDREW'S SECONDARY SCHOOL|FRANCIS THOMAS DRIVE||359342|
295194DE96C21594|HOT & COLD DRINKS|103.865946145743|1.33099027527014|LIM PEI JING JOLENE|FRANCIS THOMAS DRIVE||359342|
295194DE2AD04882||103.865946145743|1.33099027527014|UNG TJU @YANTI|FRANCIS THOMAS DRIVE||359342|
295194DE84196B8A|MIXED RICE STALL|103.865946145743|1.33099027527014|LEI TE KIA|FRANCIS THOMAS DRIVE||359342|
295194DEB311C064|JAPANESE & KOREAN FOOD|103.865946145743|1.33099027527014|CHONG KAH WAI|FRANCIS THOMAS DRIVE||359342|
295194DE2FB3B752|CHICKEN RICE|103.865946145743|1.33099027527014|ANG POH WAH|FRANCIS THOMAS DRIVE||359342|
295194DEA5D050EA|DIAN ARTIKA SHANTI|103.865946145743|1.33099027527014|DIAN ARTIKA SHANTI|FRANCIS THOMAS DRIVE||359342|
85C9E1918628F812|IN HOUSE KITCHEN - LEVEL 4|103.853842197917|1.31275668725119|ONE FARRER PTE. LTD.|FARRER PARK STATION ROAD||217562|
85C9E191A0D0ACBF|SUSHI JIN|103.853842197917|1.31275668725119|LES AMIS HOLDING PTE LTD|FARRER PARK STATION ROAD|8/12|217562|1
F03A27B6A2B383A7|FARRER PARK PRIMARY SCHOOL|103.850766173668|1.31236856736725|FARRER PARK PRIMARY SCHOOL|FARRER PARK ROAD||217567|
F03A27B612E7FA3B|noodle selection|103.850766173668|1.31236856736725|LIM KAR GEK|FARRER PARK ROAD||217567|
566D788D20B4CC86|HUNGRY HEROES|103.857136341993|1.31595079503907|SAMSATION PTE. LTD.|TESSENSOHN ROAD||217656|
8EA41DD2D11E5520|HOT & COLD|103.856140031321|1.31570352037155|I'S-POT FOOD MANAGEMENT PTE. LTD.|TESSENSOHN ROAD||217664|
8EA41DD26AE31870|PISCES KTV LOUNGE|103.856140031321|1.31570352037155|AW CHAY WHAT|TESSENSOHN ROAD|0|217664|4
8EA41DD21DE9D1C7|Qian Xi|103.856140031321|1.31570352037155|QIAN-XI (FARRER PARK) RESTAURANT PTE LTD|TESSENSOHN ROAD||217664|
73D926CA9BB51F22|banana leaf apollo|103.851546954898|1.30567689248757|THE BANANA LEAF APOLO PTE. LTD.|SERANGOON ROAD|32|217959|1
73D926CABE296038|Raj Wine|103.851546954898|1.30567689248757|RAJ WINES PTE. LTD.|SERANGOON ROAD|68|217959|1
73D926CA068CB06C|7 ELEVEN|103.851546954898|1.30567689248757|COLD STORAGE SINGAPORE (1983) PTE LTD|SERANGOON ROAD|19/20|217959|1
D44665BFD4DAB83E|-|103.851672522573|1.30595634840496|Muthu Panichelvam|SERANGOON ROAD||217963|
DF8E669F88EB6DC3|suriya|103.852799736337|1.3076987359344|SURIYA RESTAURANT PTE LTD|SERANGOON ROAD||218041|
2393DCF920D6E2EB|azmi restaurant|103.85313426258|1.30822520378007|AZMI RESTAURANT PTE. LTD.|SERANGOON ROAD||218051|
2393DCF910BDAE5E|CHENNAI DOSA|103.85313426258|1.30822520378007|CHENNAI DOSAI PTE LTD|SERANGOON ROAD||218051|
C38B0B0AB46D92E2|Amber tandoor restaurant|103.85322450946|1.30917905458253|AMBER TANDOOR PTE LTD|SERANGOON ROAD||218067|
C38B0B0A0B79C47F|Delhi restaurant|103.85322450946|1.30917905458253|Tan Thiam Boon|SERANGOON ROAD||218067|
22CA56093B97C2DC|STALL 1|103.858628724418|1.33274087312387|WONG JUAT NGOH|TOA PAYOH EAST||319133|
22CA56093E5A210D|STALL 2|103.858628724418|1.33274087312387|TEO SIN LIANG|TOA PAYOH EAST||319133|
22CA560978BAAD4E|STALL 3|103.858628724418|1.33274087312387|HASLINA BT HASSAN|TOA PAYOH EAST||319133|
22CA5609F2B51C9B|STALL 4|103.858628724418|1.33274087312387|LIM BEE YOONG|TOA PAYOH EAST||319133|
22CA5609820BB988|STALL 5|103.858628724418|1.33274087312387|NG YOKE CHENG|TOA PAYOH EAST||319133|
22CA560919ACD804|STALL 6|103.858628724418|1.33274087312387|ANGELEDEVI D/O P M P GANESAN|TOA PAYOH EAST||319133|
22CA5609467BEAAC|STALL 8|103.858628724418|1.33274087312387|HOW AH LAI|TOA PAYOH EAST||319133|
47F44604C3710024|FIRST TOA PAYOH PRIMARY SCHOOL.|103.855529907804|1.34032298726962|FIRST TOA PAYOH PRIMARY SCHOOL?|LORONG 8 TOA PAYOH||319252|
47F44604BED77E91|JUPITER GOES WESTERN|103.855529907804|1.34032298726962|RAHINAH BINTE HASAN|LORONG 8 TOA PAYOH||319252|
47F44604405B48E6|URANUS SPICY FOOD|103.855529907804|1.34032298726962|Katijah Binte Mammu|LORONG 8 TOA PAYOH||319252|
47F4460453831F00|-|103.855529907804|1.34032298726962|TEO CHIN HENG|LORONG 8 TOA PAYOH||319252|
90B4230A755D25FA|Monty`s Cantina|103.858956446014|1.33448028363455|MONTY'S CANTINA PTE LTD|LORONG 8 TOA PAYOH||319260|
B6A6EE29E9F26715|ADA Cafe@AgapeV|103.856949390415|1.34008800827344|ALZHEIMER'S DISEASE ASSOCIATION|LORONG 8 TOA PAYOH|1|319264|1
98D9886F00B7D5F3|HI TEA|103.833664937826|1.30724675339303|Hi Tea Beverages Pte Ltd|SCOTTS ROAD||228213|
98D9886FFA17B173|DUNKIN` DONUTS|103.833664937826|1.30724675339303|GOLDEN DONUTS PTE. LTD.|SCOTTS ROAD|3|228213|1
98D9886F29EC9F1E|WANG XING MALA XIAO CHU|103.833664937826|1.30724675339303|WANG XING MALA XIAO CHU PTE. LTD.|SCOTTS ROAD|96/97|228213|5
98D9886FD195561F|The Community Coffee Bar|103.833664937826|1.30724675339303|TEO BEE TAT|SCOTTS ROAD|94|228213|2
98D9886F012B7AD4|BONES ''N BARRELS|103.833664937826|1.30724675339303|BEER'LY TIPSY PTE. LTD.|SCOTTS ROAD|14A|228213|1
98D9886F5FF71BF6|THE FRESH|103.833664937826|1.30724675339303|PHAM THI THANH HUONG|SCOTTS ROAD|113|228213|5
98D9886FFC70EA4C|7 ELEVEN|103.833664937826|1.30724675339303|COLD STORAGE SINGAPORE (1983) PTE LTD|SCOTTS ROAD|5|228213|1
98D9886F5A62765D|drinks|103.833664937826|1.30724675339303|TOH LAY HWA|SCOTTS ROAD|109|228213|4
98D9886FB7012965|eat|103.833664937826|1.30724675339303|EAT. BUSINESS PTE. LTD.|SCOTTS ROAD|23|228213|1
98D9886FD8C3C41E|SHU WEI XIANG PTE. LTD.|103.833664937826|1.30724675339303|SHU WEI XIANG PTE. LTD.|SCOTTS ROAD|22|228213|1
98D9886F83604C64|NANA ORIGINAL THAI FOOD|103.833664937826|1.30724675339303|PHOMPUAN DUANGRUDEE|SCOTTS ROAD|21|228213|1
98D9886F4925488D|nanbantei japanese|103.833664937826|1.30724675339303|NANBANTEI JAPANESE RESTAURANT PTE. LTD.|SCOTTS ROAD|129|228213|5
98D9886F339A57A8|KRA POW|103.833664937826|1.30724675339303|DRAGON PEPPERS PTE. LTD.|SCOTTS ROAD|26|228213|3
98D9886FEF8CE8DA|NANA THAI WOK RESTAURANT|103.833664937826|1.30724675339303|NANA THAI WOK RESTAURANT LLP|SCOTTS ROAD|22/24|228213|4
98D9886F78A8DD48|TENGAWA HOKKAIDO WHITE CURRY|103.833664937826|1.30724675339303|AWESOME TASTE PTE. LTD.|SCOTTS ROAD|17|228213|3
98D9886F1A6A2CAD|kentucky fried chicken|103.833664937826|1.30724675339303|KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD|SCOTTS ROAD|6|228213|1
98D9886F6E2ED907|SUSAN CHAN FOOD|103.833664937826|1.30724675339303|SUSAN|SCOTTS ROAD|112|228213|5
997AE165D08480EB|cold storage|103.852549442365|1.32239636081259|COLD STORAGE SINGAPORE (1983) PTE LTD|BALESTIER ROAD|1|329722|1
E6FD2D88528A2F75|club choice|103.851971065898|1.32270447141423|CLUB DOLCE PTE. LTD.|BALESTIER ROAD|4|329727|2
AEC6E865D198B73E|ALT PIZZA  & ARTISAN BOULANGERIE CO|103.852356035232|1.32347120776179|ALT. PIZZA PTE. LTD.|BALESTIER ROAD||329743|
2E3FD0CF75F2574B||103.852036179951|1.32383834876876|TAN BONG HEONG|BALESTIER ROAD||329760|
94323458E8BD9826||103.851891603994|1.32401273305796|EVERBEST RESTAURANT PRIVATE LIMITED|BALESTIER ROAD||329768|
7DE69C15ACE5AA4D|COLLIN`S|103.851055636335|1.3251265329263|SF INVESTMENT HOLDING PTE. LTD.|BALESTIER ROAD|12|329783|1
7DE69C1538C3C371|ntuc|103.851055636335|1.3251265329263|NTUC FAIRPRICE CO-OPERATIVE LTD|BALESTIER ROAD|0|329783|B1
7DE69C154B9FCA42||103.851055636335|1.3251265329263|SHAW CONCESSIONS PTE LTD|BALESTIER ROAD|2|329783|4
7DE69C15C7A63C0F|kfc|103.851055636335|1.3251265329263|KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD|BALESTIER ROAD|13|329783|1
7DE69C15262AF040|MCDONALD`S|103.851055636335|1.3251265329263|HANBAOBAO PTE. LTD.|BALESTIER ROAD|10|329783|1
36E6E058199A87E1|JIA YUAN COFFEESHOP|103.849700311969|1.3253375902558|TAN WAI SEN|BALESTIER ROAD||329799|
36E6E058DEF4AB7E|Chinese|103.849700311969|1.3253375902558|CHEE MEE CHOON|BALESTIER ROAD||329799|
830095DD6509ED38|ssa foods|103.850382556266|1.32574409207565|SSA FOODS PTE. LTD.|BALESTIER ROAD|12|329802|1
4E6DAE68A11B55AF|JONES THE GROCER|103.831757911005|1.29380236091495|FRESH BAY (S) INVESTMENTS PTE. LTD.|KIM SENG PROMENADE|66/67|237994|1
4E6DAE68C4C08C3A|kuriya restaurant|103.831757911005|1.29380236091495|R E & S ENTERPRISES PTE LTD|KIM SENG PROMENADE|127|237994|1
4E6DAE68BE08EDEF|crystal jade|103.831757911005|1.29380236091495|CRYSTAL JADE SHANGHAI RESTAURANT PTE LTD|KIM SENG PROMENADE|K1|237994|2
4E6DAE68940B7109|YOGURU|103.831757911005|1.29380236091495|T77 PTE. LTD.|KIM SENG PROMENADE|13|237994|B1
4E6DAE68DA853E8D|KOREAN CUISINE|103.831757911005|1.29380236091495|XIANXIN PTE LTD|KIM SENG PROMENADE|16/17|237994|B1
4E6DAE6884F837F5|VIETNAMESE CUISINE|103.831757911005|1.29380236091495|VIET TASTE ENTERPRISE PTE LTD|KIM SENG PROMENADE|16/17|237994|B1
4E6DAE68E3963EFD|JEWEL COFFEE|103.831757911005|1.29380236091495|4 ADDICTS PTE LTD|KIM SENG PROMENADE|25|237994|2
4E6DAE6846E56C29|FISH SOUP|103.831757911005|1.29380236091495|VC FISH EDEN PTE. LTD.|KIM SENG PROMENADE|16|237994|B1
4E6DAE68BC711AC4|TEA TREE CAFE|103.831757911005|1.29380236091495|TEA TREE CAFE PTE. LTD.|KIM SENG PROMENADE|K2|237994|1
4E6DAE6899B0981D|HOTOTOGISU RAMEN|103.831757911005|1.29380236091495|BACHMANN JAPANESE RESTAURANT PTE LTD|KIM SENG PROMENADE|143|237994|1
4E6DAE68EDB7F7E7|MAVRX COFFEE BAR|103.831757911005|1.29380236091495|ALPHA X PTE. LTD.|KIM SENG PROMENADE|129|237994|1
4E6DAE68E5C09D52|YA KUN KAYA TOAST|103.831757911005|1.29380236091495|BYTES & BITES GOURMET PTE. LTD.|KIM SENG PROMENADE|135|237994|1
4E6DAE689A309BCD|TIM HO WAN|103.831757911005|1.29380236091495|DIM SUM PTE. LTD.|KIM SENG PROMENADE|139|237994|1
4E6DAE6890BBCB54|FOUR SEAS FISH GRILL & HO FOOK HEI SOY SAUCE CHICKEN|103.831757911005|1.29380236091495|HANSFORT INVESTMENT PTE. LTD.|KIM SENG PROMENADE|141|237994|1
4E6DAE6876EDC6B0|COLD STORAGE|103.831757911005|1.29380236091495|COLD STORAGE SINGAPORE (1983) PTE LTD|KIM SENG PROMENADE|18/19|237994|B1
4E6DAE68066B0DBC|cedele|103.831757911005|1.29380236091495|THE BAKERY DEPOT PTE LTD|KIM SENG PROMENADE|1/2|237994|1
4E6DAE688A9F5624|COFFEE BEAN|103.831757911005|1.29380236091495|THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD|KIM SENG PROMENADE|18/19|237994|1
4E6DAE68C0C4FFD0|MCDONALD`S|103.831757911005|1.29380236091495|HANBAOBAO PTE. LTD.|KIM SENG PROMENADE||237994|
D7FC24983CAD09B6|YA KUN KAYA TOAST|103.864101650514|1.30974242012865|TI 22 PTE. LTD.|KALLANG AVENUE|33|339511|1
D7FC249839C44CFE|PRIMADELI|103.864101650514|1.30974242012865|SUFI CAKE AND CONFECTIONERY PTE LTD|KALLANG AVENUE|29A|339511|1
BF0825FE3D22E346|JALAN BESAR CC CAFE|103.862373286994|1.31780291221133|ONG THIAM ENG|BOON KENG ROAD||339771|
3ED1EBC10A24D082|Mixed Vegetable Rice|103.865351336179|1.32220848541226|SEE MENG YEW|BENDEMEER ROAD||339948|
3ED1EBC12909F4E6||103.865351336179|1.32220848541226|ZARINAH BINTE OSMAN|BENDEMEER ROAD||339948|
3ED1EBC17732E15D|Malay Food|103.865351336179|1.32220848541226|KATHIJAH BINTE MOHD RAFIR|BENDEMEER ROAD||339948|
3ED1EBC12EE5A365|Cold Drinks|103.865351336179|1.32220848541226|KWAN WENG KAY|BENDEMEER ROAD||339948|
C1AD3BFE3E437B99|POPOTE|103.863109197109|1.31691578966796|SHIO-K-YAKI PTE. LTD.|BENDEMEER ROAD|1|339949|1
6700590B25ECE531|PRIMADELI|103.86807645734|1.33130351601895|LEE YOKE LAY|UPPER SERANGOON ROAD|19|347697|1
6700590B54ABC2D8|CHEERS HOLDINGS (2004) PTE LTD|103.86807645734|1.33130351601895|CHEERS HOLDINGS (2004) PTE. LTD.|UPPER SERANGOON ROAD|1|347697|1
6700590BE64DBA12|SWEE HENG 1989 CLASSIC|103.86807645734|1.33130351601895|SWEE HENG BAKERY PTE LTD|UPPER SERANGOON ROAD|17|347697|1
295194DEDC124A21|WESTERN STALL|103.865946145743|1.33099027527014|MUHAMMAD ASYRI BIN AHAMAD|FRANCIS THOMAS DRIVE||359342|
A467BB45AEDC5735|YEO KENG NAM CHICKEN RICE|103.870254981318|1.34351150111376|YEO KENG HUA|BRADDELL ROAD||359898|
348D21600F6856AA|JOO SENG FOOD PLACE|103.87874621482|1.33429241375195|LEE EE HOCK|UPPER ALJUNIED LANE|2|360001|1
348D2160E245F466|ECONOMICAL BEE HOON|103.87874621482|1.33429241375195|LIM CHAO SAI (LIN ZHAOCAI)|UPPER ALJUNIED LANE|2|360001|1
348D21601378265B|JOO SENG PLACE|103.87874621482|1.33429241375195|LEE EE HOCK|UPPER ALJUNIED LANE|2|360001|1
14E29C7CAE8A6D65|TIAN XIA BAKERY|103.878963489311|1.33398952726133|TIAN XIA BAKERY PTE. LTD.|UPPER ALJUNIED LANE|15|360002|1
B3738AF405A97026|HE XI RESTAURANT|103.879065842056|1.33354742416419|YEO WAI KEONG, WILSON|UPPER ALJUNIED LANE|22|360004|1
CC54F9931F8B9830|PAT`S OVEN|103.879898483175|1.33372865571377|PAT'S OVEN PTE. LTD.|UPPER ALJUNIED LANE|38|360005|1
F22C53B490CDFBA8|ALFERO GELATO|103.8862966861|1.3321693790845|ALFERO ARTISAN GELATO PTE LTD|MACPHERSON LANE|37|360081|1
F22C53B492BD716A|PASTA KING|103.8862966861|1.3321693790845|ITALIAN MONSTER COMPANY PTE. LTD.|MACPHERSON LANE|53|360081|1
D3B07F2FBB40551D|TOP 1 HOME MADE NOODLES|103.885620102682|1.33228332452149|LOO KWEE SOON|MACPHERSON LANE|1|360082|1
D3B07F2F94B2560D|I CAKES|103.885620102682|1.33228332452149|TAN TIO SONG|MACPHERSON LANE|21|360082|1
3EF265EFB4A887E9|-|103.885517895356|1.33154986021033|U1 CAFE LLP|MACPHERSON LANE|263|360083|1
3EF265EF312C1DDC|HONG KONG STREET|103.885517895356|1.33154986021033|U1 CAFE LLP|MACPHERSON LANE|263|360083|1
56917170BC905D2C|GURKHA CAMP CANTEEN|103.877676745133|1.33845467043474|PANG CHU LAN|MOUNT VERNON ROAD||367828|
C67E8989917E8F91|TAN YU GRILLING FISH|103.837684353032|1.30138510484905|SKYLINE CATERING PTE. LTD.|ORCHARD ROAD|30|238895|B3
C67E8989A5F3004F|HAVE FUN KTV|103.837684353032|1.30138510484905|HAVE FUN ORCHARD PTE. LTD.|ORCHARD ROAD|25/28|238895|4
5DFD558C53741BAE|JACK'S PLACE|103.839434735426|1.30083891641531|JP FOODSERVICE PTE. LTD.|ORCHARD ROAD|1|238896|B1
5DFD558C553CDCDB|OOTOYA JAPANESE RESTAURANT|103.839434735426|1.30083891641531|OOTOYA ASIA PACIFIC PTE. LTD.|ORCHARD ROAD|12|238896|8
5DFD558CBB9AF23A|BAN HENG@ ORCHARD CENTRAL|103.839434735426|1.30083891641531|CB RESTAURANT PTE LTD|ORCHARD ROAD|1/2|238896|11
5DFD558C45AFE3D8|MORGANFIELD'S|103.839434735426|1.30083891641531|MFSG ORCHARD CENTRAL PTE. LTD.|ORCHARD ROAD|3/4|238896|11
5DFD558CDA6A32EE|DEAN & DELUCA|103.839434735426|1.30083891641531|KITCHEN LANGUAGE PTE. LTD.|ORCHARD ROAD|9|238896|1
5DFD558CD26934C0|REAL FOOD|103.839434735426|1.30083891641531|GREEN FOOD 110 PTE. LTD.|ORCHARD ROAD|16/19|238896|2
5DFD558C8F13A9B0|MACCHA HOUSE|103.839434735426|1.30083891641531|CREATE RESTAURANTS ASIA PTE. LTD.|ORCHARD ROAD||238896|
5DFD558CCAAA8849|TONY ROMA`S RIBS.SEAFOOD.STEAKS|103.839434735426|1.30083891641531|MAS MILLENNIUM (SINGAPORE) PRIVATE LIMITED|ORCHARD ROAD||238896|
5DFD558C7D30BC93|LADY M|103.839434735426|1.30083891641531|LADY M SINGAPORE PTE. LTD.|ORCHARD ROAD||238896|
5DFD558CABEDE3B1|COLD STONE CREAMERY|103.839434735426|1.30083891641531|KITCHEN LANGUAGE PTE. LTD.|ORCHARD ROAD|17|238896|1
5DFD558CB89E49D3|DON DON DONKI|103.839434735426|1.30083891641531|PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.|ORCHARD ROAD|1/3|238896|B2
5DFD558C1DC5CEA5|DONDONDONKI|103.839434735426|1.30083891641531|PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.|ORCHARD ROAD|10|238896|B2
88EFBA0981D9FB69|MCDONALD`S|103.854213740199|1.32988652693191|HANBAOBAO PTE. LTD.|LORONG 6 TOA PAYOH|2|319387|1
88EFBA09BB22266F|ASTON SPECIALITIES|103.854213740199|1.32988652693191|ASTON FOOD & BEVERAGE SPECIALTIES PTE LTD|LORONG 6 TOA PAYOH|5|319387|1
88EFBA09876DA4CB|JUBILEE GARDEN RESTAURANT|103.854213740199|1.32988652693191|SUMMER GARDEN RESTAURANT PTE. LTD.|LORONG 6 TOA PAYOH|1|319387|3
88EFBA09104988A8|SUKI-YA/EAT@TAIPEI|103.854213740199|1.32988652693191|SUKI-YA HOLDINGS PTE. LTD.|LORONG 6 TOA PAYOH|4|319387|1
88EFBA0967FB20F1|NIL|103.854213740199|1.32988652693191|LAGOON BILLIARD ROOM PTE. LTD.|LORONG 6 TOA PAYOH|5|319387|2
88EFBA09AB6F72DD|TOAST BOX|103.854213740199|1.32988652693191|BREADTALK PTE LTD|LORONG 6 TOA PAYOH|1|319387|1
88EFBA0942405355|BEER ALLEY|103.854213740199|1.32988652693191|ALLEY PTE. LTD.|LORONG 6 TOA PAYOH|3|319387|3
88EFBA097BF07AA5|Manekineko|103.854213740199|1.32988652693191|KOSHIDAKA SINGAPORE PTE. LTD.|LORONG 6 TOA PAYOH|6|319387|2
352CFC8199A10771|LIAO FAN HONG KONG CHICKEN RICE & NOODLE|103.849383945048|1.33167657293615|LIAO FAN HAWKER CHAN (SINGAPORE) PTE. LTD.|LORONG 6 TOA PAYOH|10|319394|1
352CFC81D131289A|THE HOME|103.849383945048|1.33167657293615|QI YA INTERNATIONAL (S) PTE. LTD.|LORONG 6 TOA PAYOH|5|319394|1
